Customer ID,Customer Name,Segment,Category,Sub-Category,Sales
TB-21520,Tracy Blumstein,Consumer,Office Supplies,Art,86.304
TB-21520,Tracy Blumstein,Consumer,Office Supplies,Binders,6.858
TB-21520,Tracy Blumstein,Consumer,Office Supplies,Art,15.76
MA-17560,Matt Abelman,Home Office,Office Supplies,Paper,29.472
GH-14485,Gene Hale,Corporate,Technology,Phones,1097.544
GH-14485,Gene Hale,Corporate,Furniture,Furnishings,190.92
SN-20710,Steve Nguyen,Home Office,Office Supplies,Envelopes,113.328
SN-20710,Steve Nguyen,Home Office,Furniture,Bookcases,532.3992
SN-20710,Steve Nguyen,Home Office,Furniture,Chairs,212.058
SN-20710,Steve Nguyen,Home Office,Technology,Phones,371.168
LC-16930,Linda Cazamias,Corporate,Technology,Phones,147.168
RA-19885,Ruben Ausman,Corporate,Office Supplies,Storage,77.88
ES-14080,Erin Smith,Corporate,Office Supplies,Storage,95.616
ON-18715,Odella Nelson,Corporate,Technology,Accessories,45.98
ON-18715,Odella Nelson,Corporate,Office Supplies,Binders,17.46
PO-18865,Patrick O'Donnell,Consumer,Office Supplies,Storage,211.96
LH-16900,Lena Hernandez,Consumer,Technology,Accessories,45
LH-16900,Lena Hernandez,Consumer,Technology,Phones,21.8
DP-13000,Darren Powers,Consumer,Office Supplies,Binders,38.22
DP-13000,Darren Powers,Consumer,Office Supplies,Labels,75.18
DP-13000,Darren Powers,Consumer,Furniture,Furnishings,6.16
DP-13000,Darren Powers,Consumer,Furniture,Chairs,89.99
JM-15265,Janet Molinari,Corporate,Office Supplies,Fasteners,15.26
JM-15265,Janet Molinari,Corporate,Technology,Phones,1029.95
TB-21055,Ted Butterfield,Consumer,Office Supplies,Storage,208.56
TB-21055,Ted Butterfield,Consumer,Office Supplies,Paper,32.4
TB-21055,Ted Butterfield,Consumer,Furniture,Chairs,319.41
TB-21055,Ted Butterfield,Consumer,Office Supplies,Paper,14.56
TB-21055,Ted Butterfield,Consumer,Technology,Accessories,30
TB-21055,Ted Butterfield,Consumer,Office Supplies,Binders,48.48
TB-21055,Ted Butterfield,Consumer,Office Supplies,Art,1.68
KM-16720,Kunst Miller,Consumer,Technology,Accessories,13.98
KM-16720,Kunst Miller,Consumer,Office Supplies,Binders,25.824
KM-16720,Kunst Miller,Consumer,Office Supplies,Paper,146.73
KM-16720,Kunst Miller,Consumer,Furniture,Furnishings,79.76
PS-18970,Paul Stevenson,Home Office,Furniture,Chairs,213.115
BS-11590,Brendan Sweed,Corporate,Office Supplies,Art,1113.024
BS-11590,Brendan Sweed,Corporate,Technology,Phones,167.968
KD-16270,Karen Daniels,Consumer,Office Supplies,Paper,75.88
HM-14980,Henry MacAllister,Consumer,Office Supplies,Binders,4.616
TB-21520,Tracy Blumstein,Consumer,Office Supplies,Paper,19.05
JE-15745,Joel Eaton,Consumer,Furniture,Chairs,831.936
JE-15745,Joel Eaton,Consumer,Furniture,Furnishings,97.04
JE-15745,Joel Eaton,Consumer,Office Supplies,Storage,72.784
KB-16600,Ken Brennan,Corporate,Office Supplies,Binders,1.248
KB-16600,Ken Brennan,Corporate,Furniture,Furnishings,9.708
KB-16600,Ken Brennan,Corporate,Office Supplies,Storage,27.24
JE-15745,Joel Eaton,Consumer,Furniture,Furnishings,19.3
SC-20770,Stewart Carmichael,Corporate,Office Supplies,Appliances,208.16
SC-20770,Stewart Carmichael,Corporate,Office Supplies,Binders,16.74
DN-13690,Duane Noonan,Consumer,Office Supplies,Art,14.9
DN-13690,Duane Noonan,Consumer,Office Supplies,Storage,21.39
JC-16105,Julie Creighton,Corporate,Office Supplies,Envelopes,200.984
CS-12400,Christopher Schild,Home Office,Office Supplies,Storage,230.376
PO-18865,Patrick O'Donnell,Consumer,Furniture,Chairs,301.96
PG-18895,Paul Gonzalez,Consumer,Technology,Accessories,19.99
PG-18895,Paul Gonzalez,Consumer,Office Supplies,Labels,6.16
GM-14455,Gary Mitchum,Home Office,Office Supplies,Storage,158.368
JS-15685,Jim Sink,Corporate,Office Supplies,Art,20.1
JS-15685,Jim Sink,Corporate,Technology,Phones,73.584
JS-15685,Jim Sink,Corporate,Office Supplies,Paper,6.48
KB-16315,Karl Braun,Consumer,Office Supplies,Paper,12.96
KB-16315,Karl Braun,Consumer,Furniture,Furnishings,53.34
KB-16315,Karl Braun,Consumer,Office Supplies,Binders,32.96
RB-19705,Roger Barcio,Home Office,Office Supplies,Binders,5.682
PN-18775,Parhena Norris,Home Office,Furniture,Furnishings,96.53
KD-16345,Katherine Ducich,Consumer,Office Supplies,Binders,51.312
ER-13855,Elpida Rittenbach,Corporate,Office Supplies,Appliances,77.88
RB-19465,Rick Bensley,Home Office,Office Supplies,Paper,64.624
RB-19465,Rick Bensley,Home Office,Technology,Accessories,95.976
RB-19465,Rick Bensley,Home Office,Office Supplies,Binders,1.788
GZ-14470,Gary Zandusky,Consumer,Office Supplies,Paper,23.92
LC-16870,Lena Cacioppo,Consumer,Technology,Accessories,238.896
LC-16870,Lena Cacioppo,Consumer,Furniture,Furnishings,102.36
LC-16870,Lena Cacioppo,Consumer,Office Supplies,Binders,36.882
JM-15250,Janet Martin,Consumer,Technology,Accessories,74.112
JM-15250,Janet Martin,Consumer,Technology,Phones,27.992
JM-15250,Janet Martin,Consumer,Office Supplies,Art,3.304
PA-19060,Pete Armstrong,Home Office,Technology,Accessories,339.96
CV-12805,Cynthia Voltz,Corporate,Furniture,Furnishings,41.96
CL-12565,Clay Ludtke,Consumer,Office Supplies,Art,75.96
CL-12565,Clay Ludtke,Consumer,Office Supplies,Binders,27.24
RC-19960,Ryan Crowe,Consumer,Office Supplies,Fasteners,40.096
RC-19960,Ryan Crowe,Consumer,Office Supplies,Envelopes,4.72
RC-19960,Ryan Crowe,Consumer,Office Supplies,Paper,23.976
RC-19960,Ryan Crowe,Consumer,Office Supplies,Envelopes,130.464
DK-13090,Dave Kipp,Consumer,Furniture,Tables,787.53
GG-14650,Greg Guthrie,Corporate,Office Supplies,Binders,157.794
SC-20725,Steven Cartwright,Consumer,Furniture,Furnishings,47.04
SC-20725,Steven Cartwright,Consumer,Office Supplies,Binders,30.84
SC-20725,Steven Cartwright,Consumer,Office Supplies,Storage,226.56
SC-20725,Steven Cartwright,Consumer,Office Supplies,Envelopes,115.02
SC-20725,Steven Cartwright,Consumer,Technology,Phones,68.04
AD-10180,Alan Dominguez,Home Office,Furniture,Chairs,600.558
PF-19165,Philip Fox,Consumer,Furniture,Tables,617.7
TS-21610,Troy Staebel,Consumer,Office Supplies,Binders,2.388
TS-21610,Troy Staebel,Consumer,Office Supplies,Storage,243.992
LS-16975,Lindsay Shagiari,Home Office,Furniture,Chairs,81.424
LS-16975,Lindsay Shagiari,Home Office,Furniture,Furnishings,238.56
DW-13585,Dorothy Wardle,Corporate,Technology,Phones,59.97
DW-13585,Dorothy Wardle,Corporate,Office Supplies,Paper,78.304
DW-13585,Dorothy Wardle,Corporate,Office Supplies,Fasteners,21.456
LC-16885,Lena Creighton,Consumer,Office Supplies,Paper,20.04
LC-16885,Lena Creighton,Consumer,Office Supplies,Paper,35.44
LC-16885,Lena Creighton,Consumer,Office Supplies,Art,11.52
LC-16885,Lena Creighton,Consumer,Office Supplies,Fasteners,4.02
LC-16885,Lena Creighton,Consumer,Office Supplies,Binders,76.176
LC-16885,Lena Creighton,Consumer,Office Supplies,Supplies,65.88
LC-16885,Lena Creighton,Consumer,Furniture,Furnishings,43.12
JD-15895,Jonathan Doherty,Corporate,Furniture,Furnishings,82.8
SH-19975,Sally Hughsby,Corporate,Office Supplies,Art,8.82
SH-19975,Sally Hughsby,Corporate,Office Supplies,Envelopes,10.86
SH-19975,Sally Hughsby,Corporate,Office Supplies,Paper,143.7
SG-20080,Sandra Glassco,Consumer,Office Supplies,Appliances,839.43
HA-14920,Helen Andreada,Consumer,Office Supplies,Storage,671.93
MG-17680,Maureen Gastineau,Home Office,Furniture,Furnishings,93.888
JE-16165,Justin Ellison,Corporate,Technology,Phones,384.45
JE-16165,Justin Ellison,Corporate,Technology,Phones,149.97
JE-16165,Justin Ellison,Corporate,Furniture,Chairs,1951.84
JE-16165,Justin Ellison,Corporate,Office Supplies,Binders,171.55
TW-21025,Tamara Willingham,Home Office,Office Supplies,Appliances,157.92
TW-21025,Tamara Willingham,Home Office,Technology,Phones,203.184
SP-20650,Stephanie Phelps,Corporate,Office Supplies,Paper,58.38
SP-20650,Stephanie Phelps,Corporate,Office Supplies,Paper,105.52
SP-20650,Stephanie Phelps,Corporate,Office Supplies,Storage,80.88
NK-18490,Neil Knudson,Home Office,Office Supplies,Art,6.63
DB-13060,Dave Brooks,Consumer,Furniture,Chairs,457.568
NP-18670,Nora Paige,Consumer,Office Supplies,Labels,14.62
NP-18670,Nora Paige,Consumer,Technology,Phones,944.93
TT-21070,Ted Trevino,Consumer,Office Supplies,Paper,5.98
EM-13960,Eric Murdock,Consumer,Technology,Accessories,54.384
RD-19900,Ruben Dartt,Consumer,Office Supplies,Envelopes,28.4
MJ-17740,Max Jones,Consumer,Office Supplies,Binders,27.68
BM-11140,Becky Martin,Consumer,Office Supplies,Art,9.936
BM-11140,Becky Martin,Consumer,Technology,Machines,8159.952
BM-11140,Becky Martin,Consumer,Office Supplies,Storage,275.928
BM-11140,Becky Martin,Consumer,Furniture,Chairs,1740.06
BM-11140,Becky Martin,Consumer,Office Supplies,Art,32.064
BM-11140,Becky Martin,Consumer,Office Supplies,Appliances,177.98
BM-11140,Becky Martin,Consumer,Technology,Phones,143.976
CS-12130,Chad Sievert,Consumer,Office Supplies,Paper,20.94
CS-12130,Chad Sievert,Consumer,Office Supplies,Paper,110.96
CS-12130,Chad Sievert,Consumer,Furniture,Chairs,340.144
JB-15400,Jennifer Braxton,Corporate,Office Supplies,Appliances,52.448
JB-15400,Jennifer Braxton,Corporate,Office Supplies,Labels,20.16
SJ-20500,Shirley Jackson,Consumer,Office Supplies,Appliances,97.264
JE-15745,Joel Eaton,Consumer,Furniture,Chairs,396.802
JE-15745,Joel Eaton,Consumer,Office Supplies,Supplies,15.88
JK-15640,Jim Kriz,Home Office,Office Supplies,Art,3.28
DK-13150,David Kendrick,Corporate,Office Supplies,Storage,24.816
DK-13150,David Kendrick,Corporate,Technology,Accessories,408.744
RM-19675,Robert Marley,Home Office,Technology,Phones,503.96
RM-19675,Robert Marley,Home Office,Technology,Phones,149.95
RM-19675,Robert Marley,Home Office,Technology,Accessories,29
SK-19990,Sally Knutson,Consumer,Office Supplies,Binders,7.16
FM-14290,Frank Merwin,Home Office,Technology,Accessories,176.8
AM-10360,Alice McCarthy,Corporate,Office Supplies,Storage,37.224
AM-10360,Alice McCarthy,Corporate,Office Supplies,Paper,20.016
MP-17470,Mark Packer,Home Office,Furniture,Bookcases,899.136
MP-17470,Mark Packer,Home Office,Technology,Phones,71.76
MP-17470,Mark Packer,Home Office,Office Supplies,Paper,51.84
MP-17470,Mark Packer,Home Office,Furniture,Bookcases,626.352
MP-17470,Mark Packer,Home Office,Office Supplies,Art,19.9
MZ-17515,Mary Zewe,Corporate,Office Supplies,Envelopes,14.28
CB-12025,Cassandra Brandow,Consumer,Office Supplies,Art,7.408
CB-12025,Cassandra Brandow,Consumer,Office Supplies,Art,6.048
VM-21685,Valerie Mitchum,Home Office,Office Supplies,Storage,46.26
FH-14365,Fred Hopkins,Corporate,Office Supplies,Binders,2.946
FH-14365,Fred Hopkins,Corporate,Office Supplies,Paper,16.056
MB-17305,Maria Bertelson,Consumer,Office Supplies,Paper,21.744
BS-11755,Bruce Stewart,Consumer,Furniture,Tables,218.75
BS-11755,Bruce Stewart,Consumer,Office Supplies,Appliances,2.6
LC-17140,Logan Currie,Consumer,Office Supplies,Appliances,66.284
HK-14890,Heather Kirkland,Corporate,Furniture,Furnishings,35.168
LE-16810,Laurel Elliston,Consumer,Technology,Phones,444.768
JH-15985,Joseph Holt,Consumer,Office Supplies,Storage,83.92
JH-15985,Joseph Holt,Consumer,Technology,Phones,131.98
JH-15985,Joseph Holt,Consumer,Office Supplies,Binders,15.92
JH-15985,Joseph Holt,Consumer,Office Supplies,Fasteners,52.29
JH-15985,Joseph Holt,Consumer,Office Supplies,Storage,91.99
MS-17980,Michael Stewart,Corporate,Technology,Accessories,20.8
VW-21775,Victoria Wilson,Corporate,Office Supplies,Labels,23.68
VW-21775,Victoria Wilson,Corporate,Furniture,Bookcases,452.45
VW-21775,Victoria Wilson,Corporate,Technology,Phones,62.982
VW-21775,Victoria Wilson,Corporate,Technology,Machines,1188
VW-21775,Victoria Wilson,Corporate,Technology,Accessories,89.584
JH-15910,Jonathan Howell,Consumer,Office Supplies,Storage,93.06
JH-15910,Jonathan Howell,Consumer,Technology,Phones,302.376
JB-15925,Joni Blumstein,Consumer,Office Supplies,Fasteners,5.584
JB-15925,Joni Blumstein,Consumer,Office Supplies,Paper,22.704
JB-15925,Joni Blumstein,Consumer,Office Supplies,Binders,19.776
JB-15925,Joni Blumstein,Consumer,Furniture,Furnishings,72.704
JB-15925,Joni Blumstein,Consumer,Technology,Machines,479.988
JB-15925,Joni Blumstein,Consumer,Office Supplies,Art,27.168
DS-13180,David Smith,Corporate,Office Supplies,Art,2.2
DS-13180,David Smith,Corporate,Furniture,Tables,622.45
DS-13180,David Smith,Corporate,Office Supplies,Storage,21.98
VD-21670,Valerie Dominguez,Consumer,Furniture,Chairs,161.568
VD-21670,Valerie Dominguez,Consumer,Furniture,Chairs,389.696
EA-14035,Erin Ashbrook,Corporate,Office Supplies,Binders,18.648
CS-12400,Christopher Schild,Home Office,Furniture,Tables,233.86
CS-12400,Christopher Schild,Home Office,Furniture,Tables,620.6145
CS-12400,Christopher Schild,Home Office,Office Supplies,Binders,5.328
CS-12400,Christopher Schild,Home Office,Furniture,Furnishings,258.072
CS-12400,Christopher Schild,Home Office,Technology,Accessories,617.976
DB-13120,David Bremer,Corporate,Office Supplies,Paper,10.56
KL-16645,Ken Lonsdale,Consumer,Office Supplies,Paper,25.92
KL-16645,Ken Lonsdale,Consumer,Furniture,Furnishings,419.68
KL-16645,Ken Lonsdale,Consumer,Furniture,Furnishings,11.688
KL-16645,Ken Lonsdale,Consumer,Technology,Phones,31.984
KL-16645,Ken Lonsdale,Consumer,Furniture,Tables,177.225
KL-16645,Ken Lonsdale,Consumer,Furniture,Furnishings,4.044
KL-16645,Ken Lonsdale,Consumer,Office Supplies,Art,7.408
DW-13480,Dianna Wilson,Home Office,Furniture,Chairs,2001.86
DW-13480,Dianna Wilson,Home Office,Office Supplies,Storage,166.72
DW-13480,Dianna Wilson,Home Office,Office Supplies,Paper,47.88
DW-13480,Dianna Wilson,Home Office,Office Supplies,Appliances,1503.25
DW-13480,Dianna Wilson,Home Office,Office Supplies,Paper,25.92
LH-17155,Logan Haushalter,Consumer,Furniture,Chairs,321.568
KC-16540,Kelly Collister,Consumer,Office Supplies,Paper,7.61
KC-16540,Kelly Collister,Consumer,Technology,Accessories,3347.37
DL-13315,Delfina Latchford,Consumer,Office Supplies,Storage,80.58
DL-13315,Delfina Latchford,Consumer,Office Supplies,Envelopes,361.92
DR-12880,Dan Reichenbach,Corporate,Furniture,Furnishings,12.132
DR-12880,Dan Reichenbach,Corporate,Office Supplies,Storage,82.368
DR-12880,Dan Reichenbach,Corporate,Office Supplies,Storage,53.92
DR-12880,Dan Reichenbach,Corporate,Technology,Phones,647.904
CC-12670,Craig Carreira,Consumer,Technology,Accessories,20.37
CC-12670,Craig Carreira,Consumer,Office Supplies,Storage,221.55
CC-12670,Craig Carreira,Consumer,Office Supplies,Binders,17.52
Dl-13600,Dorris liebe,Corporate,Office Supplies,Appliances,1.624
SB-20290,Sean Braxton,Corporate,Technology,Machines,3059.982
SB-20290,Sean Braxton,Corporate,Technology,Machines,2519.958
RC-19825,Roy Collins,Consumer,Technology,Phones,328.224
AH-10210,Alan Hwang,Consumer,Technology,Accessories,79.9
CB-12535,Claudia Bergmann,Corporate,Office Supplies,Art,14.016
PG-18895,Paul Gonzalez,Consumer,Office Supplies,Fasteners,7.56
CA-12310,Christine Abelman,Corporate,Office Supplies,Storage,37.208
CA-12310,Christine Abelman,Corporate,Office Supplies,Envelopes,57.576
KH-16690,Kristen Hastings,Corporate,Office Supplies,Storage,725.84
HA-14920,Helen Andreada,Consumer,Technology,Accessories,209.93
HA-14920,Helen Andreada,Consumer,Furniture,Furnishings,5.28
HA-14920,Helen Andreada,Consumer,Office Supplies,Binders,10.92
BB-10990,Barry Blumstein,Corporate,Office Supplies,Paper,8.82
BB-10990,Barry Blumstein,Corporate,Office Supplies,Art,5.98
AG-10495,Andrew Gjertsen,Corporate,Office Supplies,Paper,11.648
AG-10495,Andrew Gjertsen,Corporate,Office Supplies,Paper,18.176
AG-10495,Andrew Gjertsen,Corporate,Office Supplies,Storage,59.712
AG-10495,Andrew Gjertsen,Corporate,Office Supplies,Labels,24.84
SC-20725,Steven Cartwright,Consumer,Office Supplies,Binders,2.08
SC-20725,Steven Cartwright,Consumer,Technology,Phones,1114.4
JO-15280,Jas O'Carroll,Consumer,Furniture,Tables,1038.84
TB-21520,Tracy Blumstein,Consumer,Office Supplies,Paper,141.76
TB-21520,Tracy Blumstein,Consumer,Technology,Accessories,239.8
TB-21520,Tracy Blumstein,Consumer,Office Supplies,Paper,31.104
AH-10195,Alan Haines,Corporate,Office Supplies,Binders,254.058
AH-10195,Alan Haines,Corporate,Office Supplies,Appliances,194.528
AH-10195,Alan Haines,Corporate,Office Supplies,Supplies,961.48
NZ-18565,Nick Zandusky,Home Office,Office Supplies,Fasteners,19.096
NZ-18565,Nick Zandusky,Home Office,Office Supplies,Labels,18.496
NZ-18565,Nick Zandusky,Home Office,Technology,Accessories,255.984
NZ-18565,Nick Zandusky,Home Office,Furniture,Bookcases,86.97
KL-16555,Kelly Lampkin,Corporate,Furniture,Furnishings,300.416
KL-16555,Kelly Lampkin,Corporate,Furniture,Chairs,230.352
KL-16555,Kelly Lampkin,Corporate,Furniture,Furnishings,218.352
KL-16555,Kelly Lampkin,Corporate,Office Supplies,Binders,78.6
KL-16555,Kelly Lampkin,Corporate,Office Supplies,Fasteners,27.552
JD-15895,Jonathan Doherty,Corporate,Office Supplies,Paper,32.4
JD-15895,Jonathan Doherty,Corporate,Office Supplies,Storage,1082.48
JD-15895,Jonathan Doherty,Corporate,Office Supplies,Paper,56.91
JD-15895,Jonathan Doherty,Corporate,Furniture,Furnishings,77.6
JD-15895,Jonathan Doherty,Corporate,Office Supplies,Binders,14.28
JH-15910,Jonathan Howell,Consumer,Furniture,Tables,219.075
AS-10225,Alan Schoenberger,Corporate,Furniture,Furnishings,26.8
KB-16600,Ken Brennan,Corporate,Office Supplies,Art,9.84
CR-12625,Corey Roper,Home Office,Office Supplies,Binders,45.48
CR-12625,Corey Roper,Home Office,Office Supplies,Art,289.2
SH-20395,Shahid Hopkins,Consumer,Office Supplies,Art,4.89
BP-11185,Ben Peterman,Corporate,Furniture,Furnishings,15.136
BP-11185,Ben Peterman,Corporate,Furniture,Chairs,466.768
BP-11185,Ben Peterman,Corporate,Furniture,Furnishings,15.232
BP-11185,Ben Peterman,Corporate,Office Supplies,Labels,6.264
TS-21205,Thomas Seio,Corporate,Furniture,Furnishings,87.54
AG-10525,Andy Gerbode,Corporate,Technology,Phones,178.384
AG-10525,Andy Gerbode,Corporate,Office Supplies,Paper,15.552
SP-20860,Sung Pak,Corporate,Office Supplies,Art,99.136
NM-18445,Nathan Mautz,Home Office,Furniture,Chairs,135.882
NM-18445,Nathan Mautz,Home Office,Technology,Machines,3991.98
NM-18445,Nathan Mautz,Home Office,Technology,Phones,275.94
NM-18445,Nathan Mautz,Home Office,Technology,Accessories,360
NM-18445,Nathan Mautz,Home Office,Office Supplies,Storage,43.57
FA-14230,Frank Atkinson,Corporate,Office Supplies,Fasteners,7.16
GK-14620,Grace Kelly,Corporate,Office Supplies,Binders,251.52
GK-14620,Grace Kelly,Corporate,Technology,Accessories,99.99
DJ-13510,Don Jones,Corporate,Furniture,Furnishings,15.992
PO-18850,Patrick O'Brill,Consumer,Technology,Phones,290.898
PO-18850,Patrick O'Brill,Consumer,Office Supplies,Storage,54.224
PO-18850,Patrick O'Brill,Consumer,Furniture,Chairs,786.744
PO-18850,Patrick O'Brill,Consumer,Office Supplies,Labels,100.24
PO-18850,Patrick O'Brill,Consumer,Office Supplies,Binders,37.764
JL-15850,John Lucas,Consumer,Technology,Phones,82.8
JL-15850,John Lucas,Consumer,Office Supplies,Binders,20.724
JL-15850,John Lucas,Consumer,Office Supplies,Binders,4.896
DB-13615,Doug Bickford,Consumer,Office Supplies,Binders,4.752
DB-13615,Doug Bickford,Consumer,Technology,Copiers,959.984
DB-13615,Doug Bickford,Consumer,Office Supplies,Binders,14.368
AC-10420,Alyssa Crouse,Corporate,Office Supplies,Binders,7.712
AC-10420,Alyssa Crouse,Corporate,Furniture,Tables,698.352
KL-16645,Ken Lonsdale,Consumer,Office Supplies,Fasteners,4.96
JD-15895,Jonathan Doherty,Corporate,Office Supplies,Art,17.856
JD-15895,Jonathan Doherty,Corporate,Office Supplies,Binders,509.97
JD-15895,Jonathan Doherty,Corporate,Office Supplies,Fasteners,30.992
JD-15895,Jonathan Doherty,Corporate,Technology,Phones,71.928
CS-12130,Chad Sievert,Consumer,Office Supplies,Storage,88.8
CC-12550,Clay Cheatham,Consumer,Technology,Phones,47.976
TD-20995,Tamara Dahlen,Consumer,Office Supplies,Art,7.56
TD-20995,Tamara Dahlen,Consumer,Office Supplies,Paper,24.56
TD-20995,Tamara Dahlen,Consumer,Office Supplies,Art,12.96
AB-10060,Adam Bellavance,Home Office,Technology,Accessories,6.79
AB-10060,Adam Bellavance,Home Office,Office Supplies,Paper,24.56
AB-10060,Adam Bellavance,Home Office,Office Supplies,Binders,3.048
AB-10060,Adam Bellavance,Home Office,Office Supplies,Paper,49.12
AB-10060,Adam Bellavance,Home Office,Office Supplies,Binders,4355.168
JL-15505,Jeremy Lonsdale,Consumer,Furniture,Bookcases,388.704
JL-15505,Jeremy Lonsdale,Consumer,Office Supplies,Envelopes,8.26
JL-15505,Jeremy Lonsdale,Consumer,Office Supplies,Art,17.04
JL-15505,Jeremy Lonsdale,Consumer,Office Supplies,Paper,34.4
HK-14890,Heather Kirkland,Corporate,Office Supplies,Paper,36.24
VB-21745,Victoria Brennan,Corporate,Office Supplies,Appliances,647.84
VB-21745,Victoria Brennan,Corporate,Office Supplies,Labels,20.7
KW-16435,Katrina Willman,Consumer,Office Supplies,Labels,20.7
KW-16435,Katrina Willman,Consumer,Furniture,Chairs,488.646
KW-16435,Katrina Willman,Consumer,Office Supplies,Art,5.56
KW-16435,Katrina Willman,Consumer,Furniture,Furnishings,47.12
JD-16060,Julia Dunbar,Consumer,Office Supplies,Storage,211.96
MK-17905,Michael Kennedy,Corporate,Office Supplies,Binders,23.2
MK-17905,Michael Kennedy,Corporate,Office Supplies,Supplies,7.36
MK-17905,Michael Kennedy,Corporate,Office Supplies,Storage,104.79
MK-17905,Michael Kennedy,Corporate,Furniture,Bookcases,1043.92
GT-14755,Guy Thornton,Consumer,Office Supplies,Paper,25.92
GT-14755,Guy Thornton,Consumer,Office Supplies,Storage,53.424
AG-10900,Arthur Gainer,Consumer,Office Supplies,Binders,8.16
AG-10900,Arthur Gainer,Consumer,Technology,Accessories,1023.936
AG-10900,Arthur Gainer,Consumer,Office Supplies,Art,9.24
AG-10900,Arthur Gainer,Consumer,Technology,Accessories,479.04
MM-18280,Muhammed MacIntyre,Corporate,Office Supplies,Paper,99.136
AR-10405,Allen Rosenblatt,Corporate,Furniture,Tables,1488.424
RA-19915,Russell Applegate,Consumer,Office Supplies,Appliances,8.652
RA-19915,Russell Applegate,Consumer,Office Supplies,Storage,23.832
RA-19915,Russell Applegate,Consumer,Office Supplies,Binders,12.176
AS-10285,Alejandro Savely,Corporate,Office Supplies,Paper,50.96
AS-10285,Alejandro Savely,Corporate,Office Supplies,Binders,49.536
LA-16780,Laura Armstrong,Corporate,Technology,Accessories,41.9
DO-13435,Denny Ordway,Consumer,Furniture,Tables,375.4575
DO-13435,Denny Ordway,Consumer,Technology,Accessories,83.976
DK-13225,Dean Katz,Corporate,Technology,Machines,482.34
DK-13225,Dean Katz,Corporate,Furniture,Furnishings,2.96
NG-18430,Nathan Gelder,Consumer,Office Supplies,Art,2.624
MV-18190,Mike Vittorini,Consumer,Office Supplies,Binders,23.36
MV-18190,Mike Vittorini,Consumer,Technology,Accessories,39.98
JG-15115,Jack Garza,Consumer,Technology,Phones,246.384
JG-15115,Jack Garza,Consumer,Technology,Copiers,1799.97
BP-11095,Bart Pistole,Corporate,Office Supplies,Binders,12.462
VP-21730,Victor Preis,Home Office,Office Supplies,Binders,75.792
SS-20140,Saphhira Shifley,Corporate,Office Supplies,Storage,49.96
SS-20140,Saphhira Shifley,Corporate,Office Supplies,Paper,12.96
HP-14815,Harold Pawlan,Home Office,Office Supplies,Supplies,70.12
AG-10675,Anna Gayman,Consumer,Office Supplies,Storage,35.952
AG-10675,Anna Gayman,Consumer,Furniture,Bookcases,2396.2656
AG-10675,Anna Gayman,Consumer,Office Supplies,Storage,131.136
AG-10675,Anna Gayman,Consumer,Technology,Accessories,57.584
LF-17185,Luke Foster,Consumer,Office Supplies,Paper,9.568
SP-20650,Stephanie Phelps,Corporate,Office Supplies,Art,39.072
RF-19840,Roy Französisch,Consumer,Office Supplies,Appliances,35.91
KH-16510,Keith Herrera,Consumer,Technology,Accessories,179.95
KH-16510,Keith Herrera,Consumer,Technology,Copiers,1199.976
